tweet_id,user_id
1452205871237419017,939053934232195072
1453053618072993799,939053934232195072
1452369588235157512,939053934232195072
1452615758614306820,939053934232195072
1449050264577748998,939053934232195072
1448702011197829124,939053934232195072
1448220128202698757,939053934232195072
1450530222995030021,939053934232195072
1450525858914045952,939053934232195072
1446529930259570739,939053934232195072
1448011366460231686,939053934232195072
1445836638249095172,939053934232195072
1446530079840948226,939053934232195072
1444055224772173825,939053934232195072
1440794451455066117,939053934232195072
1438949634907557889,939053934232195072
1437133676429598721,939053934232195072
1435713257982119941,939053934232195072
1436692320842354693,939053934232195072
1433028346233905157,939053934232195072
1432051243048910849,939053934232195072
1429371587720065028,939053934232195072
1428670556648484865,939053934232195072
1429542520225255426,939053934232195072
1428811019611160577,939053934232195072
1425575371374833664,939053934232195072
1426454539033513985,939053934232195072
1426949999242403853,939053934232195072
1427628344191950857,939053934232195072
1425734318790434822,939053934232195072
1427266448779616257,939053934232195072
1424742148180779012,939053934232195072
1423901433242468353,939053934232195072
1423992234605785088,939053934232195072
1422911135054012418,939053934232195072
1424407932997935114,939053934232195072
1423598629126770693,939053934232195072
1423315198673309702,939053934232195072
1424325616044756993,939053934232195072
1422662141761441792,939053934232195072
1421785868604411904,939053934232195072
1421885455876988937,939053934232195072
1422570877602996225,939053934232195072
1422518092958162947,939053934232195072
1421455778125434882,939053934232195072
1419677897632239616,939053934232195072
1420068797130723328,939053934232195072
1417208465144131593,939053934232195072
1415309347958239237,939053934232195072
1416849226143776770,939053934232195072
1416849310109642766,939053934232195072
1416106034830188558,939053934232195072
1415282816514994178,939053934232195072
1417367532340719620,939053934232195072
1413576949037948935,939053934232195072
1413903611030089736,939053934232195072
1414154606859411458,939053934232195072
1412788650153234436,939053934232195072
1414692185811951631,939053934232195072
1413053831110344704,939053934232195072
1413577496252067841,939053934232195072
1411746463848226817,939053934232195072
1410665206938836993,939053934232195072
1410499803960811526,939053934232195072
1410893402099572736,939053934232195072
1407824718015733765,939053934232195072
1408111837619625985,939053934232195072
1407735865166729216,939053934232195072
1406595114546470912,939053934232195072
1405490791993200645,939053934232195072
1405903435866726400,939053934232195072
1406348683654971395,939053934232195072
1403729633435127814,939053934232195072
1402985231531999232,939053934232195072
1404072640457973762,939053934232195072
1402355839940313096,939053934232195072
1402277729530265600,939053934232195072
1401511844435705861,939053934232195072
1399821257714044928,939053934232195072
1397946395915702274,939053934232195072
1399829951852036096,939053934232195072
1397629926313009155,939053934232195072
1399125166312013827,939053934232195072
1396486441518125061,939053934232195072
1396120626050514944,939053934232195072
1395403651364139014,939053934232195072
1396157823546011649,939053934232195072
1395109446502727689,939053934232195072
1396349583106662401,939053934232195072
1396137016224518149,939053934232195072
1394906254485729282,939053934232195072
1394778894679646209,939053934232195072
